38 Sea Zone  (4173,2192)  (4125,2239)  (4125,2191)  (4220,2240)  (4173,2144)  (4221,2146)  (4123,2143)  (4268,2194)  (4268,2242)  (4316,2197)  (4316,2245)  | overflowToLeft=false
91 Sea Zone  (1556,1512)  (1508,1559)  (1508,1511)  (1603,1560)  (1556,1464)  (1604,1470)  (1506,1463)  (1555,1607)  (1507,1607)  (1460,1559)  (1460,1511)  (1651,1518)  (1651,1566)  (1603,1608)  (1459,1608)  (1554,1416)  (1458,1463)  (1458,1415)  (1506,1415)  (1602,1413)  (1656,1470)  (1657,1614)  (1555,1655)  (1507,1655)  (1699,1518)  (1609,1656)  (1459,1656)  (1554,1368)  (1449,1367)  (1497,1367)  (1704,1465)  (1545,1320)  (1449,1319)  (1497,1319)  (1593,1317)  | overflowToLeft=false
Archangel  (3102,155)  (3092,205)  (3083,256)  (3134,280)  (3184,276)  (3236,270)  (3288,251)  (3289,298)  (3279,344)  (3232,316)  (3187,319)  (3141,327)  (3162,369)  (3208,365)  (3264,203)  (3252,156)  (3204,114)  (3153,115)  (3102,107)  (3037,39)  (3049,84)  (3052,131)  (3003,134)  (3159,64)  | overflowToLeft=false
116 Sea Zone  (996,301)  (948,336)  (948,288)  (1043,349)  (996,253)  (1044,253)  (1044,301)  (900,316)  (900,268)  (1091,349)  (1091,397)  (1043,397)  (1034,205)  (1082,205)  (1092,253)  (1092,301)  (852,268)  (1082,157)  | overflowToLeft=false
Marianas  (5767,1548)  (5770,1590)  (5800,1644)  (5756,1656)  | overflowToLeft=false
Angola  (2403,2900)  (2451,2899)  (2378,2852)  (2361,2803)  (2410,2777)  (2496,2755)  (2529,2797)  (2523,2839)  (2523,2884)  (2495,2932)  (2445,2945)  (2546,2934)  | overflowToLeft=false
124 Sea Zone  (1903,26)  (1855,73)  (1855,25)  (1950,74)  (1951,0)  (1807,96)  (1807,48)  (1807,0)  (1998,48)  (1998,96)  (1999,0)  (1759,96)  (1759,48)  (1759,0)  (2046,48)  (2046,96)  (2047,0)  (1711,96)  (1711,48)  (1711,0)  (2094,48)  (2094,96)  (2095,0)  | overflowToLeft=false
93 Sea Zone  (2063,1259)  (2015,1306)  (2015,1258)  (2110,1307)  (2111,1228)  (1967,1337)  | overflowToLeft=false
Sudan  (2757,1952)  (2863,1952)  (2702,1994)  (2702,2046)  (2748,2055)  (2794,2061)  (2840,2059)  (2884,2005)  (2887,2052)  (2912,1954)  (2963,1940)  (2933,2001)  (2981,1988)  (2936,2049)  (2984,2037)  (2931,2095)  (2838,2108)  (2789,2110)  (2741,2104)  (2692,2094)  (2655,2050)  (2655,1999)  (2703,1950)  (2988,2080)  | overflowToLeft=false
Shantung  (4909,1000)  (4958,998)  (5058,1008)  (5035,1057)  (4985,1040)  (4834,1130)  (4869,1146)  (4912,1152)  (4955,1160)  (4846,1193)  (4886,1198)  (4930,1203)  (4875,1243)  (4976,1204)  (5005,995)  (5107,1019)  | overflowToLeft=false
29 Sea Zone  (7107,1855)  (7107,1903)  (7107,1951)  (7107,1999)  (7107,2047)  (7107,2095)  (7107,2143)  (7155,1855)  (7155,1903)  (7155,1951)  (7155,1999)  (7155,2047)  (7155,2095)  (7155,2143)  (7203,1855)  (7203,1953)  (7203,2001)  (7203,2049)  (7203,2097)  (7203,2145)  (7251,1855)  (7251,1959)  (7251,2007)  (7251,2055)  (7251,2103)  (7251,2151)  (7274,1903)  (7299,1855)  (7299,1951)  (7299,1999)  (7299,2047)  (7299,2095)  (7299,2143)  (7322,1903)  | overflowToLeft=false
Portugal  (1687,1197)  (1669,1299)  (1634,1338)  (1683,1345)  (1656,1388)  (1654,1433)  | overflowToLeft=false
Tanganyika Territory  (2905,2643)  (2923,2690)  (2906,2735)  (2860,2740)  (2809,2739)  (2759,2720)  (2751,2681)  (2752,2640)  (2758,2589)  (2800,2588)  (2847,2589)  (2899,2599)  (2957,2631)  (2969,2677)  (2955,2727)  (2833,2779)  (2999,2730)  | overflowToLeft=false
47 Sea Zone  (5948,2225)  (5948,2273)  (5948,2321)  (5948,2369)  (5996,2225)  (5996,2273)  (6031,2321)  (6044,2225)  (6044,2273)  (6073,2369)  (6079,2321)  (6092,2225)  (6092,2273)  (6121,2369)  (6127,2321)  (6140,2225)  (6140,2273)  (6169,2369)  (6175,2321)  (6188,2225)  (6188,2273)  (6223,2321)  (6236,2225)  (6236,2273)  | overflowToLeft=false
North Korea  (5374,837)  (5217,794)  (5260,791)  (5305,788)  (5354,793)  (5375,752)  (5418,733)  (5450,693)  (5466,650)  (5484,598)  (5514,624)  (5562,620)  | overflowToLeft=false
Greece  (2621,1320)  (2654,1372)  (2700,1374)  (2750,1372)  (2754,1323)  (2803,1305)  (2851,1301)  (2700,1424)  (2748,1419)  (2814,1419)  (2733,1466)  (2768,1500)  | overflowToLeft=false
3 Sea Zone  (6624,168)  (6576,215)  (6576,167)  (6671,216)  (6624,120)  (6672,120)  (6672,168)  (6528,255)  (6528,207)  (6528,159)  (6719,216)  (6650,72)  (6698,72)  (6720,120)  (6720,168)  (6746,65)  (6653,24)  | overflowToLeft=false
Morocco  (1724,1614)  (1771,1615)  (1700,1659)  (1749,1660)  (1672,1707)  (1722,1707)  (1821,1587)  (1869,1610)  (1899,1564)  | overflowToLeft=false
65 Sea Zone  (338,2408)  (290,2455)  (290,2407)  (385,2456)  (338,2360)  (386,2360)  (386,2408)  (288,2359)  (337,2503)  (289,2503)  (242,2455)  (242,2407)  (433,2456)  (433,2504)  (385,2504)  (241,2504)  (336,2312)  (384,2312)  (432,2312)  (434,2360)  (434,2408)  (240,2359)  (240,2311)  (288,2311)  (480,2266)  (337,2551)  (289,2551)  (194,2456)  (194,2408)  (481,2456)  (481,2504)  (481,2552)  (433,2552)  (385,2552)  (241,2552)  (193,2552)  (193,2504)  (336,2264)  (384,2264)  (432,2264)  (482,2314)  (482,2362)  (192,2360)  (192,2312)  (192,2264)  (240,2263)  (288,2263)  (480,2218)  (528,2218)  (528,2266)  (337,2599)  (289,2599)  (146,2456)  (146,2408)  | overflowToLeft=false
60 Sea Zone  (4577,3108)  (4529,3155)  (4529,3107)  (4624,3156)  (4577,3060)  (4625,3060)  (4625,3108)  (4527,3059)  (4481,3164)  (4481,3116)  (4672,3156)  (4673,3050)  (4673,3098)  (4479,3068)  (4433,3164)  (4433,3116)  (4720,3146)  (4721,3050)  (4721,3098)  (4431,3068)  (4385,3164)  (4385,3116)  (4768,3146)  (4769,3050)  (4769,3098)  (4383,3068)  (4337,3164)  (4337,3116)  (4816,3146)  (4817,3050)  (4817,3098)  (4335,3068)  (4289,3164)  (4289,3116)  (4864,3146)  (4865,3050)  (4865,3098)  (4287,3068)  (4912,3146)  (4913,3050)  (4913,3098)  (4960,3146)  (4961,3050)  (4961,3098)  | overflowToLeft=false
Gilbert Islands  (6438,2125)  (6485,2122)  | overflowToLeft=false
Northern Territory  (5522,2687)  (5472,2732)  (5479,2778)  (5525,2806)  (5574,2805)  (5624,2807)  (5669,2806)  (5698,2759)  (5697,2710)  (5649,2670)  (5588,2672)  (5593,2621)  (5641,2618)  (5473,2681)  (5422,2710)  (5475,2831)  (5573,2851)  (5622,2851)  (5668,2853)  (5718,2839)  (5700,2660)  (5693,2601)  | overflowToLeft=false
Iraq  (3163,1651)  (3209,1676)  (3254,1675)  (3169,1603)  (3217,1566)  (3263,1545)  (3314,1493)  (3312,1545)  (3298,1593)  (3292,1647)  (3295,1693)  (3161,1701)  (3203,1725)  (3248,1723)  (3297,1741)  | overflowToLeft=false
Chile  (723,2342)  (731,2292)  (758,2263)  (721,2241)  (723,2190)  (731,2445)  (722,2495)  (718,2543)  (726,2588)  (742,2638)  (704,2643)  (743,2685)  (751,2734)  (761,2781)  (793,2816)  | overflowToLeft=false
Samara  (3584,664)  (3632,662)  (3681,659)  (3565,798)  (3613,795)  (3661,796)  (3569,849)  (3617,846)  (3667,846)  (3578,897)  (3628,892)  (3675,892)  (3724,891)  (3635,942)  (3681,940)  (3728,939)  (3581,614)  (3628,613)  (3675,615)  (3580,566)  (3630,565)  (3679,564)  (3593,516)  (3642,516)  (3690,513)  (3642,991)  (3689,990)  (3739,986)  (3786,986)  (3684,1037)  (3734,1035)  | overflowToLeft=false
106 Sea Zone  (992,638)  (944,685)  (944,637)  (1039,686)  (992,590)  (1040,590)  (1040,638)  (938,564)  (896,731)  (896,683)  (1087,686)  (986,542)  (1034,542)  (1082,542)  (1088,590)  (1088,638)  (884,531)  (932,516)  (980,494)  (1028,494)  (1076,494)  | overflowToLeft=false
Borneo  (4828,2335)  (4843,2380)  (4892,2391)  (4937,2393)  (4969,2347)  (4973,2300)  (4928,2271)  (4977,2251)  (5017,2252)  | overflowToLeft=false
Buryatia  (4839,235)  (4809,285)  (4823,335)  (4875,335)  (4926,332)  (4972,330)  (5012,282)  (5013,235)  (5012,188)  (4962,158)  (4913,157)  (4863,178)  (4782,210)  (4800,385)  (4850,383)  (4901,383)  (4947,379)  (5000,377)  (5023,328)  (5051,374)  (4902,431)  (4949,429)  (4998,426)  (4913,106)  (4961,107)  (5009,107)  (5057,107)  (4911,58)  (4960,58)  (5006,58)  (5054,56)  (4913,6)  (4962,4)  (5009,4)  (5057,3)  | overflowToLeft=false
57 Sea Zone  (4623,2882)  (4575,2929)  (4575,2881)  (4670,2930)  (4623,2834)  (4671,2834)  (4671,2882)  (4573,2833)  (4622,2977)  (4574,2977)  (4527,2929)  (4527,2881)  (4718,2930)  (4718,2978)  (4670,2978)  (4526,2978)  (4719,2800)  (4719,2848)  (4525,2833)  (4479,2930)  (4479,2882)  (4766,2896)  (4766,2944)  (4766,2992)  (4478,3002)  (4767,2800)  (4767,2848)  (4477,2834)  (4431,2954)  (4431,2906)  (4814,2896)  (4814,2944)  (4814,2992)  (4430,3002)  (4815,2800)  (4815,2848)  (4429,2858)  (4429,2810)  (4383,2954)  (4383,2906)  (4862,2896)  (4862,2944)  (4862,2992)  (4382,3002)  (4863,2800)  (4863,2848)  (4381,2858)  (4381,2810)  (4910,2896)  (4910,2944)  (4910,2992)  | overflowToLeft=false
83 Sea Zone  (1753,2432)  (1705,2479)  (1705,2431)  (1800,2480)  (1753,2384)  (1801,2384)  (1801,2432)  (1703,2383)  (1752,2527)  (1704,2527)  (1657,2479)  (1657,2431)  (1848,2480)  (1848,2528)  (1800,2528)  (1656,2528)  (1751,2336)  (1799,2336)  (1847,2336)  (1849,2384)  (1849,2432)  (1655,2383)  (1655,2335)  (1703,2335)  (1752,2575)  (1704,2575)  (1880,2576)  (1832,2576)  (1656,2576)  (1751,2288)  (1799,2288)  (1847,2288)  (1640,2287)  (1688,2287)  (1784,2623)  (1736,2623)  (1880,2624)  (1832,2624)  (1688,2624)  (1640,2624)  (1736,2240)  (1784,2240)  (1832,2240)  (1880,2240)  (1640,2239)  (1688,2239)  (1784,2671)  (1736,2671)  (1880,2672)  (1832,2672)  (1688,2672)  (1640,2672)  | overflowToLeft=false
114 Sea Zone  (2591,535)  (2543,582)  (2543,534)  (2638,583)  (2591,487)  (2639,487)  (2639,535)  (2612,439)  (2642,391)  (2636,343)  (2636,295)  | overflowToLeft=false
Victoria  (5869,3041)  (5913,3045)  (5953,3057)  (5856,3136)  (5903,3140)  (5895,3091)  | overflowToLeft=false
22 Sea Zone  (5666,1414)  (5666,1462)  (5666,1510)  (5713,1558)  (5714,1414)  (5714,1462)  (5714,1510)  (5749,1623)  (5749,1694)  (5749,1742)  (5762,1414)  (5762,1462)  (5762,1510)  (5797,1684)  (5797,1732)  (5806,1558)  (5809,1606)  (5810,1414)  (5810,1462)  (5810,1510)  (5845,1654)  (5845,1702)  (5845,1750)  (5854,1558)  (5857,1606)  (5858,1414)  (5858,1462)  (5858,1510)  (5893,1654)  (5893,1702)  (5893,1750)  (5902,1558)  (5905,1606)  (5906,1414)  (5906,1462)  (5906,1510)  | overflowToLeft=false
West Indies  (502,1238)  (547,1224)  (590,1228)  (629,1249)  (666,1272)  (697,1291)  (633,1326)  (805,1272)  (746,1357)  (793,1356)  (852,1379)  (900,1381)  (942,1392)  (967,1429)  | overflowToLeft=false
Ukraine  (3039,1051)  (3085,1048)  (3135,1046)  (3055,1099)  (3106,1093)  (3016,932)  (3065,919)  (3112,906)  (3024,988)  (3163,902)  (3165,951)  (3164,997)  (3175,1048)  (3204,909)  | overflowToLeft=false
Urals  (3754,181)  (3800,189)  (3847,184)  (3893,151)  (3896,100)  (3893,49)  (3844,51)  (3794,52)  (3741,55)  (3735,103)  (3703,150)  (3699,196)  (3695,244)  (3645,242)  (3648,197)  (3655,149)  (3680,101)  (3691,52)  (3741,5)  (3791,3)  (3841,1)  (3889,2)  (3938,0)  (3985,0)  (3938,49)  (3984,46)  (3943,97)  (3986,92)  (3940,146)  (3987,139)  (3894,199)  (3940,196)  (3983,189)  (3745,243)  (3795,242)  (3841,239)  (3888,247)  (3941,245)  (3992,238)  | overflowToLeft=false
98 Sea Zone  (2864,1587)  (2816,1610)  (2912,1570)  (2768,1608)  (2960,1570)  | overflowToLeft=false
India  (3927,1774)  (3920,1728)  (3974,1778)  (4018,1797)  (4060,1822)  (4101,1823)  (4081,1871)  (4080,1918)  (4035,1953)  (4034,1907)  (4032,1859)  (3988,1982)  (3946,1985)  (3913,2020)  (3915,2067)  (3949,2185)  (3909,1922)  (3914,1869)  (3918,1819)  (3915,2111)  | overflowToLeft=false
Western New Guinea  (5473,2437)  (5526,2434)  (5583,2366)  (5631,2377)  (5677,2374)  (5718,2377)  (5723,2418)  (5725,2465)  (5641,2451)  (5574,2523)  | overflowToLeft=false
75 Sea Zone  (3620,2889)  (3572,2936)  (3572,2888)  (3667,2937)  (3620,2841)  (3668,2841)  (3668,2889)  (3570,2840)  (3619,2984)  (3571,2984)  (3524,2936)  (3524,2888)  (3715,2937)  (3715,2985)  (3667,2985)  (3523,2985)  (3716,2800)  (3716,2848)  (3522,2840)  (3476,2937)  (3476,2889)  (3763,2896)  (3763,2944)  (3763,2992)  (3475,3002)  (3764,2800)  (3764,2848)  (3474,2841)  (3428,2954)  (3428,2906)  (3811,2896)  (3811,2944)  (3811,2992)  (3427,3002)  (3812,2800)  (3812,2848)  (3426,2858)  (3426,2810)  (3380,2954)  (3380,2906)  (3859,2896)  (3859,2944)  (3859,2992)  (3379,3002)  (3860,2800)  (3860,2848)  (3378,2858)  (3378,2810)  | overflowToLeft=false
Turkey  (2933,1303)  (2963,1351)  (2914,1376)  (2912,1421)  (2962,1400)  (2960,1446)  (3008,1438)  (3009,1392)  (3010,1348)  (3010,1305)  (3055,1364)  (3057,1411)  (3104,1366)  (3104,1411)  (3149,1364)  (3150,1411)  (3148,1314)  (3198,1327)  (3195,1368)  (3197,1414)  (3245,1412)  (3244,1370)  (3245,1328)  (3296,1329)  (3293,1375)  (3293,1424)  | overflowToLeft=false
Caroline Islands  (5889,1976)  (5934,2023)  (6020,2046)  (6012,1970)  (6070,1946)  (6071,1991)  (6130,1979)  | overflowToLeft=false
Central African Republic  (2564,2278)  (2614,2274)  (2663,2275)  (2708,2245)  (2712,2198)  (2669,2148)  (2622,2118)  (2589,2078)  (2567,2122)  (2526,2128)  (2603,2322)  (2651,2324)  (2699,2321)  (2633,2371)  (2683,2372)  (2756,2181)  | overflowToLeft=false
Peru  (607,1910)  (627,1958)  (614,2005)  (630,2052)  (674,2086)  (720,2117)  (723,2066)  (768,2057)  (800,2019)  (750,2010)  (735,1969)  (782,1962)  | overflowToLeft=false
Vyborg  (2755,392)  (2800,378)  (2843,363)  (2757,343)  (2806,327)  (2817,282)  | overflowToLeft=false
Turkmenistan  (3593,1367)  (3638,1360)  (3681,1360)  (3608,1413)  (3651,1408)  (3699,1407)  (3625,1461)  (3674,1455)  (3721,1453)  (3719,1500)  (3726,1539)  | overflowToLeft=false
Germany  (2458,806)  (2507,806)  (2555,806)  (2603,805)  (2586,853)  (2507,855)  (2456,854)  (2461,757)  (2464,707)  (2468,656)  (2514,659)  (2562,664)  (2617,756)  (2615,707)  (2610,657)  | overflowToLeft=false
Shensi  (4271,1100)  (4317,1110)  (4364,1138)  (4358,1189)  (4348,1238)  (4301,1249)  (4251,1248)  (4202,1239)  (4192,1186)  (4184,1288)  (4174,1338)  (4234,1301)  (4281,1297)  (4242,1052)  (4407,1130)  | overflowToLeft=false
67 Sea Zone  (1121,2886)  (1073,2933)  (1073,2885)  (1168,2934)  (1121,2838)  (1169,2838)  (1169,2886)  (1071,2837)  (1120,2981)  (1072,2981)  (1025,2933)  (1025,2885)  (1216,2934)  (1216,2982)  (1168,2982)  (1024,2982)  (1119,2790)  (1167,2790)  (1215,2790)  (1217,2838)  (1217,2886)  (1023,2837)  (1023,2789)  (1071,2789)  (1263,2744)  (1120,3029)  (1072,3029)  (977,2934)  (977,2886)  (1264,2934)  (1264,2982)  (1264,3030)  (1216,3030)  (1168,3030)  (1024,3030)  (976,3030)  (976,2982)  (1119,2742)  (1167,2742)  (1215,2742)  (1265,2792)  (1265,2840)  (975,2838)  (975,2790)  (975,2742)  (1023,2741)  (1071,2741)  (1263,2696)  (1120,3077)  (1072,3077)  (1304,3078)  (1256,3078)  (1208,3078)  (1024,3078)  (976,3078)  | overflowToLeft=false
Central Mongolia  (4560,670)  | overflowToLeft=false
101 Sea Zone  (678,980)  (630,1027)  (630,979)  (725,1028)  (678,932)  (726,932)  (726,980)  (677,1075)  (629,1075)  (773,1028)  (773,1076)  (725,1076)  (696,884)  (744,884)  (774,932)  (774,980)  (792,866)  (677,1123)  (629,1123)  (808,1124)  (760,1124)  (699,836)  (523,1134)  (747,818)  (795,818)  (505,1086)  (475,1163)  (723,770)  (771,770)  (457,1115)  (457,1067)  (427,1163)  (409,1115)  (361,1135)  (361,1087)  (808,664)  (313,1087)  | overflowToLeft=false
Fiji  (7011,2486)  (7054,2489)  (7094,2489)  | overflowToLeft=false
Union of South Africa  (2632,3069)  (2608,3117)  (2649,3144)  (2701,3138)  (2746,3131)  (2794,3107)  (2742,3030)  (2785,3037)  (2823,3060)  | overflowToLeft=false
Kwangtung  (4823,1640)  (4869,1656)  (4768,1793)  (4724,1758)  (4718,1710)  (4744,1663)  (4772,1745)  (4817,1762)  | overflowToLeft=false
Suiyuyan  (4375,860)  (4371,812)  (4419,814)  (4422,862)  (4469,844)  (4515,846)  (4505,892)  (4489,940)  (4444,974)  (4414,1023)  (4420,1069)  (4367,1061)  (4362,1017)  (4316,1029)  (4273,995)  (4269,947)  (4317,967)  (4367,970)  (4306,898)  (4560,850)  | overflowToLeft=false
70 Sea Zone  (2187,2976)  (2139,3023)  (2139,2975)  (2234,3024)  (2187,2928)  (2235,2928)  (2235,2976)  (2137,2927)  (2186,3071)  (2138,3071)  (2091,3023)  (2091,2975)  (2282,3024)  (2282,3072)  (2234,3072)  (2090,3072)  (2185,2880)  (2233,2880)  (2281,2880)  (2283,2928)  (2283,2976)  (2089,2927)  (2089,2879)  (2137,2879)  (2329,2880)  (2186,3119)  (2138,3119)  (2043,3024)  (2043,2976)  (2330,3024)  (2330,3072)  (2330,3120)  (2282,3120)  (2234,3120)  (2090,3120)  (2042,3120)  (2042,3072)  (2185,2832)  (2233,2832)  (2281,2832)  (2331,2928)  (2331,2976)  (2041,2928)  (2041,2880)  (2041,2832)  (2089,2831)  (2137,2831)  (2378,3031)  (2378,3079)  (2378,3127)  (2037,2784)  (2185,2784)  (2233,2784)  (2281,2784)  | overflowToLeft=false
Somalia  (3064,2200)  (3064,2241)  (3095,2271)  (3143,2272)  (3190,2275)  (3113,2321)  (3163,2321)  (3059,2349)  (3105,2369)  (3027,2400)  | overflowToLeft=false
Chad  (2460,2075)  (2405,2073)  (2375,2029)  (2405,1978)  (2454,1953)  (2508,1951)  (2556,1962)  (2510,2064)  (2557,2016)  (2604,1989)  (2605,1944)  (2551,1911)  (2502,1903)  (2458,2121)  (2407,2120)  (2356,2117)  (2327,2065)  (2300,2106)  (2278,2064)  (2320,2014)  (2641,1946)  | overflowToLeft=false
Jehol  (4913,890)  (4955,850)  (5009,843)  (4963,802)  (5011,794)  (4938,748)  (4890,757)  (4837,769)  (4788,789)  (4742,831)  (4691,822)  (4708,874)  (4732,924)  (4741,968)  (4707,1008)  (4752,1016)  (4796,1019)  (4842,1000)  (4791,968)  (4777,915)  (4826,922)  (4878,940)  (4960,903)  | overflowToLeft=false
Thailand  (4452,2093)  (4401,2093)  (4497,2089)  (4539,2103)  (4488,2138)  (4383,1971)  (4432,1971)  (4479,1944)  (4429,1922)  (4481,1899)  (4440,2139)  (4536,2148)  (4541,2194)  (4585,2219)  | overflowToLeft=false
104 Sea Zone  (1632,979)  (1584,1026)  (1584,978)  (1679,1027)  (1632,931)  (1680,931)  (1680,979)  (1582,930)  (1631,1074)  (1583,1074)  (1727,1027)  (1727,1075)  (1630,883)  (1678,883)  (1726,883)  (1728,931)  (1728,979)  (1556,882)  (1616,1122)  (1568,1122)  (1604,835)  (1652,835)  (1700,835)  (1556,834)  (1617,1170)  (1569,1170)  (1604,787)  (1652,787)  (1700,787)  (1556,786)  (1748,784)  (1625,1218)  (1577,1218)  (1604,739)  (1652,739)  (1700,739)  (1556,738)  (1748,736)  | overflowToLeft=false
Formosa  (5031,1613)  (5054,1568)  | overflowToLeft=false
Moldavia  (2949,915)  (2951,963)  (2971,1006)  (2985,1046)  (2995,1091)  | overflowToLeft=false
40 Sea Zone  (3962,2565)  (4009,2613)  (3961,2613)  (3941,2517)  (3989,2517)  (4010,2565)  (4037,2490)  (4057,2613)  (4057,2661)  (4009,2661)  (3961,2661)  (3941,2469)  (3989,2469)  (4058,2538)  (4037,2442)  (4059,2709)  (4011,2709)  (3963,2709)  (3941,2421)  (3989,2421)  | overflowToLeft=false
Central United States  (241,1000)  (289,996)  (336,992)  (384,983)  (420,933)  (368,933)  (319,936)  (271,939)  (221,944)  (174,945)  (408,885)  (358,886)  (308,887)  (261,891)  (161,896)  (113,893)  (111,847)  (160,848)  (212,846)  (260,842)  (308,838)  (356,838)  (404,836)  (406,785)  (359,787)  (179,797)  (131,796)  (81,797)  (3,751)  (52,751)  (100,747)  (153,747)  (357,738)  (407,737)  (453,737)  (452,690)  (455,641)  (401,688)  (349,690)  (348,641)  (348,594)  (397,581)  (397,630)  (299,667)  (251,665)  (204,663)  (156,664)  (106,700)  (53,703)  (4,702)  (3,653)  (51,654)  (100,654)  (1,605)  (48,605)  (97,605)  (148,610)  (194,612)  (249,614)  (300,615)  (298,569)  (253,566)  (206,565)  (153,563)  (103,559)  (54,555)  (4,555)  (4,504)  (53,505)  (104,508)  (155,512)  (204,512)  | overflowToLeft=false
New Britain  (5963,2398)  (6009,2394)  (6001,2352)  | overflowToLeft=false
24 Sea Zone  (6295,1186)  (6247,1233)  (6247,1185)  (6342,1234)  (6295,1138)  (6343,1138)  (6343,1186)  (6245,1137)  (6294,1281)  (6246,1281)  (6199,1233)  (6199,1185)  (6390,1234)  (6390,1282)  (6342,1282)  (6198,1282)  (6293,1090)  (6341,1090)  (6389,1090)  (6391,1138)  (6391,1186)  (6197,1137)  (6197,1089)  (6245,1089)  (6294,1329)  (6246,1329)  (6416,1330)  (6368,1330)  (6198,1330)  | overflowToLeft=false
39 Sea Zone  (3962,2288)  (4009,2336)  (3961,2336)  (3918,2240)  (3966,2240)  (4010,2288)  (4014,2236)  (4057,2336)  (3918,2192)  (3966,2192)  (4058,2284)  (4014,2188)  (3949,2144)  (3997,2140)  (4045,2140)  (3955,2092)  (4003,2092)  (4051,2092)  (4002,2044)  (4050,2044)  | overflowToLeft=false
95 Sea Zone  (2242,1378)  (2266,1241)  (2277,1289)  (2290,1337)  (2290,1385)  (2297,1433)  (2338,1304)  (2338,1352)  (2350,1486)  (2382,1400)  (2386,1347)  | overflowToLeft=false
Baltic States  (2861,455)  (2767,458)  (2738,541)  (2738,588)  (2757,634)  (2805,645)  (2854,631)  (2892,595)  (2904,546)  (2784,584)  (2833,583)  (2899,498)  | overflowToLeft=false
Nigeria  (2055,2118)  (2050,2164)  (2094,2186)  (2135,2200)  (2180,2209)  (2195,2166)  (2201,2120)  (2231,2134)  | overflowToLeft=false
45 Sea Zone  (5575,2314)  (5527,2334)  (5527,2286)  (5575,2266)  (5623,2266)  (5623,2314)  (5516,2382)  (5498,2238)  (5479,2334)  (5479,2286)  (5671,2224)  (5671,2272)  (5671,2320)  (5468,2420)  (5563,2430)  (5662,2448)  (5614,2452)  (5719,2224)  (5719,2272)  (5719,2320)  (5515,2468)  (5467,2468)  (5566,2478)  (5677,2496)  (5629,2500)  (5518,2516)  (5470,2516)  (5581,2526)  | overflowToLeft=false
Croatia  (2525,1192)  (2482,1152)  (2468,1113)  (2533,1058)  (2580,1077)  | overflowToLeft=false
Uruguay  (960,2462)  (1009,2463)  | overflowToLeft=false
Rostov Crimea  (3085,1146)  (3129,1144)  (3177,1139)  (3225,1053)  (3268,1054)  (3311,1052)  (3230,953)  (3277,952)  (3323,954)  (3319,1002)  (3372,935)  (3229,1101)  (3277,1101)  | overflowToLeft=false
United Kingdom  (1838,634)  (1886,634)  (1934,635)  (1983,643)  (1978,596)  (1929,592)  (1879,575)  (1891,512)  (1933,519)  (1979,518)  (2026,492)  (2030,535)  (2073,558)  (2026,655)  (2073,640)  | overflowToLeft=false
Cameroon Gabon  (2329,2385)  (2323,2278)  (2371,2275)  (2417,2275)  (2374,2384)  (2418,2384)  (2473,2330)  (2469,2277)  (2472,2378)  (2279,2387)  (2274,2275)  (2223,2277)  (2236,2227)  (2282,2222)  (2329,2223)  (2377,2226)  (2419,2225)  (2463,2228)  (2512,2258)  (2520,2304)  (2521,2349)  (2526,2393)  (2576,2390)  (2267,2173)  (2312,2172)  (2359,2174)  (2481,2185)  (2298,2434)  (2346,2433)  (2394,2434)  (2317,2485)  (2365,2481)  (2406,2478)  (2317,2539)  (2362,2529)  (2412,2527)  (2310,2588)  (2360,2581)  (2416,2576)  (2296,2641)  (2343,2634)  (2389,2626)  (2436,2624)  | overflowToLeft=false
Switzerland  (2223,1012)  (2240,973)  (2288,973)  (2270,1019)  (2315,1004)  | overflowToLeft=false
Samoa  (7394,2584)  (7421,2605)  (7462,2604)  (7502,2604)  | overflowToLeft=false
Spain  (1742,1315)  (1791,1315)  (1841,1315)  (1889,1312)  (1743,1365)  (1792,1363)  (1838,1364)  (1886,1360)  (1735,1413)  (1786,1409)  (1836,1410)  (1884,1407)  (1672,1123)  (1719,1133)  (1768,1134)  (1810,1133)  (1857,1131)  (1743,1183)  (1788,1181)  (1836,1177)  (1888,1176)  (1895,1223)  (1894,1265)  (1943,1214)  (2022,1313)  (1944,1260)  | overflowToLeft=false
Vologda  (3456,386)  (3503,384)  (3554,382)  (3607,380)  (3612,333)  (3605,288)  (3583,238)  (3533,227)  (3482,227)  (3434,255)  (3415,302)  (3406,348)  (3407,396)  (3356,397)  (3355,346)  (3527,430)  (3575,427)  (3621,426)  (3653,380)  (3584,189)  (3536,181)  (3487,183)  (3660,332)  | overflowToLeft=false
62 Sea Zone  (6016,3066)  (5968,3113)  (6063,3114)  (6025,3018)  (6064,3066)  (6073,3009)  (6015,3161)  (5967,3161)  (5920,3113)  (6111,3114)  (6111,3162)  (6063,3162)  (5919,3162)  (6112,3057)  (6070,2961)  (6118,2961)  (6121,3009)  (6159,3105)  (6159,3153)  (5871,3164)  (6160,3057)  (6076,2913)  (6124,2913)  (5846,3116)  (5823,3164)  (5798,3116)  | overflowToLeft=false
Venezuela  (718,1635)  (766,1668)  (768,1712)  (815,1708)  (810,1668)  (853,1677)  (887,1639)  (879,1590)  (831,1572)  (741,1588)  (676,1601)  (676,1553)  (740,1538)  | overflowToLeft=false
